index,product,helpful_count,total_comments,url,review_country,reviewed_at,review_text,review_rating,product_company,profile_name,review_title
173,Apple iPhone XR (64GB) - Black,3 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=17,India,2019-12-17,Its Apple so no comments on their quality and user experience. Fabulous purchase got it at 43K which is worth and enjoying it,5.0 out of 5 stars,Apple,Amazon Customer,Its Apple so no comments on their quality and user experience
174,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=17,India,2019-10-20,"Got this iPhone XR 128GB in an awesome deal of rs. 42,999 thanks to amazon.",5.0 out of 5 stars,Apple,Vibhuti Srivastava,Best battery backup ever on an iPhone..!!
175,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=17,India,2019-08-16,"need i say anything about this phone! it's a bomb. i bought the product red 64GB varient and let me tell you its sexier than it appears in the pictures. camera quality is really good. the portraits are awesome even though it has a single lens. the bezzel looks a bit wide compared to XS and XS Max, but if you are upgrading from Iphone 8 Plus or lower you won't find it different. The liquid display is really nice with wide range of colors displayed really well. i got this during the independence day sale for Rs.52K and its definitely a great deal. DEFINITELY RECOMMENDED!",5.0 out of 5 stars,Apple,Hemang,It's a BOMB!
176,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=17,India,2019-10-23,To review iPhone! Probably the only one I could afford but totally worth it.,5.0 out of 5 stars,Apple,Amazoned,Totally worth the price
177,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=17,India,2020-03-01,"This is the best value for money you can get. iPhone 11 has only a marginal improvement compared to iPhone XR. But the performance is almost at par with them. I had an iPhone 6s, which ran almost 4 years. Touch and feel you get from your iphone is unparalleled with any other phone.(I have used all platforms)",5.0 out of 5 stars,Apple,Anikethan,Best value for money iPhone
178,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=17,India,2020-02-03,"I bought a iphone XR  ,Which has some screen and camera issues  ,screen is freezing ,Amazon custome r Care talk like we did mistake ,not gud behaviour called to amazon ,they asked to go Apple store,already visited there from apple support we got information battery already replaced of this IMIE number.I told them ,but they were not agree,they again and again saying go there,we cant replace it.we just requested also said we paid 50000 for that but they dont agree,so if you buying pn and you have any issue in phone even it would be damaged they are not going to replace IT,and this seller is selling refurbish product.",1.0 out of 5 stars,Apple,Amazon Customer,Please don't buy from Amazon and this seller
179,Apple iPhone XR (64GB) - Black,5 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=17,India,2019-04-03,"Great phone! Best ux in the class, no offense android but why does my calculator need permission to access my contacts?",5.0 out of 5 stars,Apple,Rohit,You’re paying for the experience!
180,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=18,India,2019-10-11,"Not sure whether genuine product. Bought it on the first day of amazon sale. Within 15days, got a vertical line in the middle of display- see photos. Have bought 5 apple devices in the past and never had any problem with any of them so far. Since the return window closes within 19 days have to now take it to apple service center. Seriously makes me thing about the originality of the product.",1.0 out of 5 stars,Apple,Srini,Display issue in 15 days- not sure whether genuine
181,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=18,India,2019-10-29,Good phone. Great screen size. But apple still has not fixed low light shooting. It still looks like crap when compared to oppo or Samsung or the +one series. It’s incredible how we end up paying so much for an iPhone which still doesn’t get its camera right. Battery life is good. Downside is the replacement of the phono jack for headphones with its lightning socket which operates both charger and headphones - which means you can only do one thing,5.0 out of 5 stars,Apple,anirban,Good
182,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=18,India,2019-08-20,I just got my iPhone XR 128GB White phone. I feel am lucky to get 12% discount on MRP. In addition 10% discount on my Credit card. Also an 2% instantaneous cashback on a special day. Total paisa-vasool!!,5.0 out of 5 stars,Apple,Prashu,Delighted on iPhone XR 128GB White!!!
183,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=18,India,2020-02-21,Got it after discount for 43000+ additional value of 4000 on phone exchange.,5.0 out of 5 stars,Apple,Abhinav Malik,Expensive CAN be Value for Money
184,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=18,India,2019-09-20,"Feels like got robbed by apple I bought it for 64990 and after 10 days of launching iPhone 11 the price of this phone reduced to 54990 10000 drastic drop. Its bionic A12 chip is good and smooth but battery performance is bad, and it doesn't even have  Fingerprint sensor, the face detection wont work at all angles. Need to stop buying this apple product.",2.0 out of 5 stars,Apple,rohit shukla,iPhone review with regards  to amazon
185,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=18,India,2019-09-29,"The iPhone is a great phone, but I am really impressed with amazon. I recieved the phone in less than 36hrs and checked the warranty and coverage on the Apple website. Everything was right in place, turns out I was unnecesarily hesitant to purchase the phone online. Also got one year screen insurance free in addition to the heavy discount!",5.0 out of 5 stars,Apple,AGK,Great deal with a good product
186,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=18,India,2020-03-08, My review after one month of use,5.0 out of 5 stars,Apple,Amazon Customer,👌👌👌CORAL XR Just Go for it & save 15k over 11.
187,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=18,India,2020-02-07,Pathetic experience with this phone . Bought it for 60K and not worth the price . Assembled in China and lot many issues with battery and other features . Better to buy from stores which are assembled in India and are cheaper with better quality check . Learnt hard way to never but electronics from amazon .,1.0 out of 5 stars,Apple,Jaya,Don’t go for it
188,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=18,India,2019-10-19,"I hot this product with 37K during big billion sale  ,and the product is super but it is not for you if you are a camera freak . Back camera and front camera both are good but front camera night vision is not enough . Over all battery life is good . Potrait mode  photos also good (without having a dual back camera)",5.0 out of 5 stars,Apple,Monit,iPhone xr
189,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=18,India,2019-07-12,"Not gonna lie while I was transferring my iCloud stuff, the phone got heated up to the point where I had to switch it off and then start over again.",4.0 out of 5 stars,Apple,Garlic Paste,Reviewing this after using it for a month!
190,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=19,India,2019-10-12,The best camera and feel of security...,5.0 out of 5 stars,Apple,Jitendra Singh N.,OH APPLE! WHAT HAVE YOU MADE...(👌 AWESOME)
191,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=19,India,2019-09-27,"This is my 4th apple product. As usual, it’s apple works fine . Will easily can last upto 4 years. Battery- is just awesome, can last u full working day with heavy useage.",5.0 out of 5 stars,Apple,Pius Clinton,It’s Apple  ....
192,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=19,India,2019-07-24,"My second iphone and 3rd apple product so i can clearly say that if you are the first time user of apple product then you will surely give iphone XR 5 star rating but if you have been a long run user then you will think twice to give even 4 star also to this, may be after demise of Steve jobs apple has compromised with its quality, where as in till 2015 there were no comparison with any phone with iphone but now few products are giving strong comparison to it, apple is now only encashing its name but it will not good for the future of apple because now a days consumers are more aware, and if you are not giving 5 star to iphone the. Probably you have dealt with a wring product, sorry but not completely happy with XR. May be i will think next time when i will be upgrading my phone.",4.0 out of 5 stars,Apple,Prateek Rai,Only satisfied but certainly did't get the best one
193,Apple iPhone XR (64GB) - Black,3 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=19,India,2019-10-02,Best battery life in an iPhone.,5.0 out of 5 stars,Apple,Kiran Bala,Amazing and Durable
194,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=19,India,2019-11-15,"Awesome experience. Camera, performance and battery life is great. Totally worth every penny spent!",5.0 out of 5 stars,Apple,Omkar joshi,Brilliant phone. Value for money!
195,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=19,India,2019-08-19,1.The battery life is good.,3.0 out of 5 stars,Apple,Abhishek Chakravarty,Okayish
196,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=19,India,2019-10-15,"I got a very bad product from Amazon. This was really not expected from Amazon. i don't know whether its an issue from Apple or Amazon. From the day it has come it started giving me issues.Issues related Hardware like Distorted sound i.e. Other person cannot listen the voice clearly, voice becomes like mute, and Software Issues like Phone getting hanged [NEVER HEARD IOS HANGING], Not able to unlock the phone moreover not able to recieve a call. I am the first time user to the iPhone and got this sort of bad experience which was never thought of or never expected.I am really disappointed with the product.Also I think Battery Life can be improved. Camera quality and Face reader is OK.",2.0 out of 5 stars,Apple,Aishwarya Shankar,VERY BAD EXPERIENCE FROM USING AN APPLE FOR THE FIRST TIME
197,Apple iPhone XR (64GB) - Black,3 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=19,India,2020-02-26,Thanks to Amazon for putting it on sale for 43K . Wonderful phone to have at such price . Battery life is perfect for heavy users . Although a double camera would have made it perfect.,4.0 out of 5 stars,Apple,Vishesh,Super phone
198,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=19,India,2019-10-03,Honestly speaking I love apple products due to the simple design and fluid user experience with the products. I am a fan of black but i got the Product RED as part of the amount goes for HIV research.,5.0 out of 5 stars,Apple,Myshkin Kachroo,Awesome Product
199,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=19,India,2020-01-21,"This phone is just awesome. Screen is really good and bright, you can’t really make a difference between the screen and an AMOLED screen. I have compared them side by side. You can’t really say the difference.",5.0 out of 5 stars,Apple,Subir Gupta,Awesome phone (except the camera is average for the price)
200,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=20,India,2019-10-08,Note: No fingerprint reader in the phone so please consider it as the review of face id.,5.0 out of 5 stars,Apple,sumeet p.,Go for it!
201,Apple iPhone XR (64GB) - Black,4 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=20,India,2019-09-25,"Received a faulty set, had to take it to a service centre within 2 months and they had to replace it with a new phone.",1.0 out of 5 stars,Apple,Partha Sarathi Bhowmick,Faulty set received
202,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=20,India,2019-10-04,"Good purchase during the sale. I like it. Moved from 6 to XR, which makes it bulky in your hand. But i will get use to it. Battery backup is good. I love the photos clicked in Protrait mode.",5.0 out of 5 stars,Apple,Gopi V.,Happy with this purchase.....!
203,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=20,India,2019-10-15,"Good phone. Being a 1st time user of ios, i liked it a lot. Although the compromises made for this phone like inferior display, big bezels nd notch are cleary visible and annoying. Battery life is top notch although supplied 5 watt charger is a trash. Using my iPad charger to charge it fast. Camera gives dslr quality pics in daylight nd outdoors but night photos are below average. In total a good package to try out apple ecosystem.",5.0 out of 5 stars,Apple,Ankush Gautam,Not too good not too bad
204,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=20,India,2019-09-04,"I purchased this phone from amazon during the freedom sale got it for an effective price 49k . This is my first iphone and honestly not regretting a bit . I was worried about the specs such as LCD screen and camera quality but it did not disappoint me this one camera on XR is 1000 times better than those Three cameras on my samsung A50 and the LCD screen hardly makes a difference its crystal clear and vibrant . The battery life is just beautiful it can stand for 48hours on a single charge . Overall it a good buy , Apple is never great with specs but the always kills it",5.0 out of 5 stars,Apple,Mayank A,Do not focus on the specs
205,Apple iPhone XR (64GB) - Black,3 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=20,India,2019-10-01,The phone was not getting power on..,1.0 out of 5 stars,Apple,Advocate Balakrishna,Bad customer care for purchasing iPhone on Amazon
206,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=20,India,2019-10-16,"It's a fabulous product. I'm sure everyone knows it's quality. Only one thing that I should mention here regarding the battery. I was definitely expecting a better battery life in the normal mode. It's merely giving a day with normal usage in that mode. However, in the Low Power Mode, its giving a great battery life without compromising any regular features of the phone.",5.0 out of 5 stars,Apple,Riju C.,What a phone
207,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=20,India,2019-10-16,"My experience with iPhones was never bad but this time with iPhone XR the phone started hanging from the very first month, it has not yet been a month and is already hanging.. did not expect this from apple gadgets. everything else is good the battery life , camera but its a little heavy, heats up and has started HANGING.",5.0 out of 5 stars,Apple,PB,Phone started hanging on the first 15 days
208,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=20,India,2019-10-11,Since from a lot of months i have been waiting to buy an iPhone XR in great Indian sale and as more than I expected I bought this mobile for a huge price drop thanks to Amazon for that.I ordered on Saturday noon 1 Pm and I got the product on the next day early morning 7 Am a super fast delivery from Amazon.,5.0 out of 5 stars,Apple,AJAY,Iphone XR a beast
209,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=20,India,2019-09-10,"If you are an Android user, you will find iPhone difficult in many respects. Firstly iPhone is not google friendly. Google updates will not happen automatically. Many free apps found in Android phones are not available in iPhone set up or you have to pay dearly. And there are many moreeeeeee......",3.0 out of 5 stars,Apple,Radhakrishnan,Terrible Experience to switch from android to iOS
210,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=21,India,2019-10-17,This is my first iPhone and I am being excited. Close to a month now and I am still saying my new iPhone.,5.0 out of 5 stars,Apple,Kirandeepu,Amaaaaaaazing
211,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=21,India,2019-10-06,"Hi Team,",3.0 out of 5 stars,Apple,Sarvoday Kamble,Headphone quality is not as per iPhone standards
212,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=21,India,2019-08-05,I dont understand why would anyone use any other phone other than Iphone.  God please forgive their ignorance. They know not what they are missing,5.0 out of 5 stars,Apple,SUNDAR,Iphone - either Iphone or no phone
213,Apple iPhone XR (64GB) - Black,4 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=21,India,2019-10-14,My iphone was excellent bt i want my iphone complete bill...in box I can’t receive bill,1.0 out of 5 stars,Apple,nikhil kila,Bill problem
214,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=21,India,2019-10-02,Waited for a long time to get this mobile,5.0 out of 5 stars,Apple,Ajith Kumar,Best iphone u can get ryt now
215,Apple iPhone XR (64GB) - Black,4 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=21,India,2019-10-08,Want to return but u are not accepting it.. Bad experiance on amazon... Really paying a huge amount and giving bad quality products....,1.0 out of 5 stars,Apple,AKSHAY J.,Useless purchasing from Amazon
216,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=21,India,2019-11-13,The product is awesome i have brought the same in Sep & there has been no issues it’s currently running on IOS 13.2.2 & the phone is very fast it also has e-sim which is a major plus point face recognition is very good without any hassle & the battery is good enough to take it for a day & half. As this phone was bought after APPLE TV + was released we have received a annual subscription free with the product from 1st Nov 2019,5.0 out of 5 stars,Apple,Debabrata Mukherjee,Awesome Phone for a Average Users !!!!!
217,Apple iPhone XR (64GB) - Black,3 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=21,India,2019-10-02,Pls pls don't buy from amazon or any other site buy it from store because i got a defected xr its face id is not working and it is having heating issues and now amazon is also not replacing it,2.0 out of 5 stars,Apple,Ishu gupta,Don't buy
218,Apple iPhone XR (64GB) - Black,0,1,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=21,India,2019-12-29,"This is my third iPhone and I must say - each time Apple introduces an iPhone, they improve a lot in each model. iPhone XR is one of best selling iPhone for year 2018. Its not that cheap but still standout in crowd. Its not expensive than iPhone XS but still have all the features same as other top models- only difference is OLED screen but I can live with that. Recently introduced iPhone 11 and XR have only one difference which is of Price. Most of the features are exactly same. Best Battery backup ever in an iPhone I must say. Soothing and flawless iOS.  Camera is more than average and very much improved as compared to previous generations. Glass frame back and front and very appealing to eyes. Overall, a satisfactory experience with this device. A must buy if are considering iPhone 11 but have low budget.",5.0 out of 5 stars,Apple,Dilip Kumar,Superb and Excellent as always.
219,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=21,India,2019-08-17,"Fingerprint reader given one star coz it has Face ID 😂, it works lightning fast (even in the dark) , super build quality, battery backup is nuts (works for more than 2 days with decent use) , Camera quality is amazing for photography and videography. Preferred product over iphone X if screen quality is not the main thing to notice (doesn't matter if you don't watch 4K videos on youtube)",5.0 out of 5 stars,Apple,ashwani Sharma,Excellent value for money product
220,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=22,India,2019-10-01,"Using an iPhone after 6 years. Have been using Android and the transition is bit difficult as I am used to having different functions. Happy with product, it is not as bulky as I assumed. Vibrant colour and smooth functioning. Delivery was also very quick.",5.0 out of 5 stars,Apple,Priyankat,Loving it!!
221,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=22,India,2019-08-24,Looks: 5 /5,5.0 out of 5 stars,Apple,ARIF HUSSAIN,Excellent product
222,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=22,India,2019-10-26,Display 3.7/5 — but u will get use too it not too bad better than expensive android phones  (DONT BUY IF DISPLAY IS YOUR PRIORITY),4.0 out of 5 stars,Apple,Gaurav saini,THINGS U NEED TO KNOW
223,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=22,India,2019-11-06,Only face recognition and no fingerprint. I think the phone is very good. Screen could be little smaller However these days only big screen phones are being launched so lets wait for future.,5.0 out of 5 stars,Apple,Amazon Customer,Very good phone to buy now (End of 2019)
224,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=22,India,2019-10-13,Heyaa! I just purchased Iphone couple of weeks back and its been 15days of my experience with iphone! This is the first ever Iphone for me and im super excited to buy this....here goes my quick review in brief about the entire phone specs!,4.0 out of 5 stars,Apple,Amazon Customer,My first ever Iphone : Red : Loving it!🥰
225,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=22,India,2019-10-15,3 years with iPhone 6s and never faced a lag or hang . Battery started draining faster obviously 3 years and heavy usage did that .,5.0 out of 5 stars,Apple,Piyush Singh,"From 3g, 3gs,4g,5g,6s now XR . Iphone Lover ."
226,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=22,India,2019-10-08,"It is very sad to say that Amazone allow to seller to sell the Damage iPhone to their site,.I purchase iphone XR but after receiving it is found that speaker was not good,vibration problem and camera quality was bad.I contacted to Amazone customer care but they refuse to do the same.”, Amazone customer told  that everything ll be look by iPhone care.I went there and they told me to submit the phone.They r not Exchanging  the same.Its been feel like I m using 2nd hand phone.Really very disappointed.",2.0 out of 5 stars,Apple,Amazon Customer,Not to iPhone Through Amazone
227,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=22,India,2020-01-14,It’s good to be back with Apple and IOS!!,4.0 out of 5 stars,Apple,Paritosh katkar,iPhone XR great choice!
228,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=22,India,2019-12-29,"It's my first iphone ..i had also read a review about this phone which made me convinced to buy this particular product and model,though color yellow is my own choice,actually I wanted to buy iPhone 11 but when I read a review about this phone i got convinced bcoz sometimes it's really difficult to decide between to best things. Guys whosoever wants to buy iPhone 10 xr plz go for it it's a beautiful phone with all latest feature. Picture quality, screen touch, face recognition,battery life every thing is perfect,And trust me u won't regret..!!💕.",5.0 out of 5 stars,Apple,Rinkle,When u have to choose between to best products.!
229,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=22,India,2019-10-03,Great deal.. Got it for 42999 for 128 GB version,5.0 out of 5 stars,Apple,AJITHKUMAR S,iPhone XR - camera beauty
230,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=23,India,2019-11-23,Pros:,4.0 out of 5 stars,Apple,Danish,Amazing product -- Delivered in 3 days
231,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=23,India,2019-11-01,I had s4 and SE...bought this because it is from apple..I am not a techie.. now I like SE,5.0 out of 5 stars,Apple,mallik urmundal,Satisfied
232,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=23,India,2019-11-04,"I received the phone on 21.10.2019, the phone operation was fine till 23.10.2019 and from next day it showed NO SIM after that all other sims were tried but the phone always displayed no sim installed and never worked again, this is the first time I had such a bad experience with Amazon, I was very very upset and today handed over the I phone Xr 128 GB to the authorised service centre in Kolkata, their response was not very positive and they will give feedback in 4-6 days time.",1.0 out of 5 stars,Apple,Debankur Mitra,Got a damaged phone
